Year,Category,Count
1693,TD,1
1785,TD,1
1788,TD,1
1815,TD,1
1821,HU,1
1825,TD,1
1846,HU,1
1849,TD,1
1850,TD,1
1858,HU,1
1869,HU,1
1893,HU,1
1903,HU,1
1916,HU,1
1938,HU,1
1944,HU,1
1954,HU,2
1960,HU,1
1972,TS,1
1976,HU,1
1985,HU,1
1991,HU,1
1999,TS,1
2011,TS,1
2012,HU,1
2013,TS,1
2014,HU,1
2018,HU,1
2019,HU,1
2019,TS,1
2020,HU,2
2020,TS,1
2021,HU,3
